phase,race_id,fetched_at,t1,t2,t3,t4,t5,t6,s123,s124,s125,s126,s132,s134,s135,s136,s142,s143,s145,s146,s152,s153,s154,s156,s162,s163,s164,s165,s213,s214,s215,s216,s231,s234,s235,s236,s241,s243,s245,s246,s251,s253,s254,s256,s261,s263,s264,s265,s312,s314,s315,s316,s321,s324,s325,s326,s341,s342,s345,s346,s351,s352,s354,s356,s361,s362,s364,s365,s412,s413,s415,s416,s421,s423,s425,s426,s431,s432,s435,s436,s451,s452,s453,s456,s461,s462,s463,s465,s512,s513,s514,s516,s521,s523,s524,s526,s531,s532,s534,s536,s541,s542,s543,s546,s561,s562,s563,s564,s612,s613,s614,s615,s621,s623,s624,s625,s631,s632,s634,s635,s641,s642,s643,s645,s651,s652,s653,s654
live,2026-07-21-23-11,2026-07-21T13:30:12+09:00,2.4,1.9,19.5,4.8,6.5,0.0,9.2,23.5,12.9,50.3,17.1,62.0,26.4,113.0,49.4,103.1,129.9,201.2,26.3,38.2,117.0,122.2,179.3,208.9,351.1,294.7,11.7,31.7,14.2,63.6,22.5,68.0,21.7,76.2,121.3,139.2,140.4,215.7,27.7,26.2,105.1,82.1,203.7,191.9,383.8,206.3,59.3,97.3,82.7,162.6,74.5,96.5,58.1,125.9,125.9,134.1,270.5,217.1,125.9,88.0,287.0,268.3,417.8,282.1,302.8,500.1,214.3,308.4,297.3,423.1,242.7,210.2,289.5,297.3,388.3,314.3,375.1,417.8,407.5,417.8,515.7,500.1,569.1,500.1,532.4,600.1,66.1,90.6,261.9,168.4,72.0,75.1,207.6,134.7,159.4,108.9,300.0,226.0,464.9,464.9,458.4,440.1,388.3,336.8,417.8,532.4,287.0,943.1,825.2,805.0,323.6,351.1,569.1,452.1,970.8,507.8,579.1,916.9,868.6,532.4,702.3,916.9,673.6,523.9,785.9,846.3
live,2026-07-21-05-10,2026-07-21T16:06:30+09:00,1.3,22.5,0.0,1.8,0.0,0.0,30.8,11.1,20.3,32.8,55.8,60.0,128.4,150.9,10.2,42.2,10.5,21.5,44.8,126.3,35.2,71.3,113.4,327.4,102.4,121.1,93.7,32.9,56.0,94.1,294.3,270.3,310.0,407.9,48.2,172.2,53.8,95.6,162.5,258.3,137.5,221.4,283.5,407.9,314.2,314.2,184.5,252.7,273.5,438.7,347.0,318.5,438.7,628.4,301.9,318.5,465.0,750.0,394.0,528.4,611.8,683.8,930.0,801.7,596.1,894.2,19.7,70.2,16.9,42.5,41.2,198.7,48.7,107.1,305.9,298.0,287.0,474.5,25.1,37.0,161.4,36.0,96.0,167.2,363.3,79.6,124.3,294.3,77.5,128.4,219.3,516.7,178.8,202.1,596.1,553.6,567.1,664.3,76.7,117.4,484.4,90.1,287.0,283.5,861.1,169.7,310.0,567.1,363.3,387.5,465.0,1367.0,801.7,581.2,894.2,1162.0,628.4,1367.0,336.9,357.7,611.8,207.6,400.8,553.6,1107.0,211.3
live,2026-07-21-16-09,2026-07-21T16:06:52+09:00,1.0,6.9,69.0,34.5,0.0,17.2,12.1,12.7,27.9,14.0,22.4,30.3,56.0,28.6,20.6,37.0,42.2,17.9,45.8,79.9,91.3,72.2,31.0,48.5,32.7,69.8,40.4,34.6,78.4,40.7,92.9,119.4,146.9,116.1,74.7,107.2,165.4,88.6,212.2,210.1,287.9,214.4,104.5,169.4,136.4,266.0,71.7,61.2,112.9,98.6,88.6,81.4,253.2,241.5,198.2,191.0,350.2,187.6,253.2,284.0,382.1,272.9,241.5,247.2,206.0,284.0,72.4,111.7,96.4,64.6,115.4,189.3,187.6,112.3,216.6,328.3,244.3,238.8,204.0,309.0,300.2,106.1,102.0,133.8,284.0,105.0,291.9,194.6,259.4,214.4,525.4,456.8,456.8,396.5,304.5,389.2,500.4,333.6,477.6,420.3,568.0,256.3,382.1,724.7,538.9,313.6,72.2,185.9,111.7,269.4,142.0,344.5,236.1,428.9,368.7,525.4,404.1,467.0,168.1,216.6,375.3,225.9,375.3,553.0,583.8,333.6
live,2026-07-21-22-09,2026-07-21T16:07:10+09:00,2.8,3.7,22.5,0.0,3.2,2.8,20.3,38.6,19.1,71.4,31.9,37.5,27.8,76.5,67.6,80.5,53.3,156.9,16.3,24.4,42.7,63.6,147.2,185.3,233.7,162.8,45.3,52.8,31.6,133.5,87.7,103.8,63.2,204.7,139.6,180.6,88.4,265.4,41.3,51.8,75.7,151.4,320.9,358.3,341.2,341.2,67.4,88.8,57.0,204.7,83.6,91.8,69.5,241.5,109.7,100.4,83.6,215.0,58.4,63.4,78.7,130.3,430.0,302.8,320.9,290.5,185.3,247.1,122.1,307.1,182.2,212.8,127.2,215.0,307.1,250.0,159.2,335.9,104.8,123.5,173.4,316.2,447.9,377.2,511.9,597.2,21.2,30.0,56.1,71.1,23.4,40.5,80.2,116.2,52.3,53.0,110.2,139.6,93.0,105.9,137.8,228.7,112.5,145.2,145.2,195.4,358.3,614.3,614.3,488.6,565.8,467.4,290.5,614.3,581.1,524.4,581.1,421.6,614.3,272.1,565.8,500.0,346.8,421.6,335.9,500.0
live,2026-07-21-12-08,2026-07-21T18:34:42+09:00,1.0,6.0,6.5,0.0,0.0,0.0,10.3,36.1,66.3,119.3,9.3,6.1,17.1,94.3,42.0,12.0,36.6,159.9,116.4,21.6,52.4,206.5,293.5,287.8,246.5,343.2,66.3,130.4,177.0,351.3,84.0,204.6,268.7,557.7,234.8,254.9,507.0,991.5,401.9,398.3,512.8,858.0,665.9,949.3,841.8,1205.0,24.0,13.9,27.3,111.2,50.0,100.2,157.1,398.3,24.0,62.1,52.8,218.7,53.8,146.2,79.3,213.4,323.3,719.6,537.5,507.0,149.2,50.2,88.8,250.6,247.8,282.3,348.5,676.0,71.5,250.6,160.5,340.6,134.8,459.9,136.8,345.8,611.2,756.2,769.2,602.9,268.7,102.8,130.8,217.6,356.9,325.6,512.8,731.4,119.9,273.7,188.2,282.3,167.1,455.2,174.2,446.1,409.3,910.5,424.9,531.1,841.8,826.2,858.0,756.2,1312.0,1014.0,858.0,1859.0,611.2,969.9,708.2,1014.0,969.9,858.0,1088.0,892.3,719.6,2028.0,991.5,796.7
live,2026-07-21-15-08,2026-07-21T18:35:02+09:00,1.0,40.5,0.0,40.5,81.0,0.0,5.5,4.9,32.5,53.7,10.7,12.8,46.5,183.6,8.1,17.2,19.8,96.2,110.1,100.1,118.7,388.8,158.6,396.5,336.0,566.5,42.3,29.8,129.6,227.9,135.8,220.3,309.8,367.2,71.5,180.2,220.3,341.8,236.0,421.8,413.1,600.8,396.5,583.2,619.6,901.3,81.6,80.2,118.0,367.2,138.6,190.6,287.3,388.8,151.3,206.5,431.0,521.8,220.3,267.9,472.1,521.8,901.3,762.6,521.8,762.6,46.7,93.9,93.9,181.9,75.1,208.7,157.3,200.2,127.9,200.2,388.8,374.1,129.6,140.6,260.9,291.6,314.7,275.4,826.2,639.6,287.3,279.2,295.9,210.9,367.2,431.0,550.8,639.6,330.4,367.2,535.9,639.6,267.9,305.0,566.5,325.0,944.2,901.3,762.6,944.2,483.6,991.4,600.8,944.2,660.9,683.7,660.9,1101.0,1321.0,639.6,639.6,1652.0,762.6,660.9,991.4,862.1,1321.0,1525.0,1525.0,1239.0
live,2026-07-21-12-12,2026-07-21T20:27:22+09:00,1.2,4.0,8.6,10.1,20.5,21.3,13.1,7.2,14.0,31.9,20.7,19.6,29.4,57.9,9.1,20.7,12.5,24.5,27.6,42.8,27.1,49.5,114.4,158.3,90.8,118.0,54.1,29.8,52.0,95.3,161.8,237.4,315.3,560.1,71.0,221.2,133.5,220.0,195.1,386.3,253.5,471.5,423.5,943.0,515.9,771.1,131.9,124.4,172.0,286.8,226.6,287.3,400.2,643.5,197.2,277.2,245.4,348.1,330.6,468.7,400.4,629.4,732.6,1130.0,818.9,989.8,46.9,121.7,45.5,77.1,90.4,289.7,144.4,227.8,257.2,408.2,274.0,400.0,80.2,146.6,281.0,119.7,208.0,341.5,612.6,228.7,159.0,257.0,139.4,223.7,289.3,564.6,387.2,634.1,563.8,677.7,701.5,1171.0,188.8,358.5,597.5,288.0,539.5,818.1,1111.0,439.5,575.0,1103.0,466.1,851.2,984.8,1865.0,1068.0,1610.0,1676.0,2372.0,1883.0,2446.0,648.3,993.6,1852.0,634.1,1109.0,1510.0,2052.0,598.0
live,2026-07-21-15-12,2026-07-21T20:27:45+09:00,1.0,0.0,66.7,16.6,0.0,33.3,10.9,11.9,35.8,35.6,9.6,6.4,17.9,24.4,14.2,11.3,27.0,27.1,67.1,46.8,63.0,92.8,108.1,100.4,98.7,174.5,82.3,106.0,184.5,202.8,166.8,246.0,513.8,674.6,187.9,270.8,541.6,460.0,375.2,458.1,662.4,990.6,600.8,1088.0,820.6,1570.0,42.5,26.8,52.0,66.2,140.7,146.6,396.9,361.7,59.4,157.0,165.3,153.7,177.3,377.8,274.9,401.3,291.6,650.6,333.2,704.8,71.6,61.1,106.6,108.8,132.0,253.3,367.7,264.9,104.2,238.0,259.9,238.5,246.5,330.2,269.5,312.3,319.6,486.5,439.8,569.7,302.0,244.9,302.0,311.5,547.0,563.9,802.6,999.6,371.4,691.5,552.5,833.0,533.7,865.8,578.7,516.2,947.9,1357.0,1208.0,947.9,404.2,431.2,531.2,894.0,748.0,1008.0,1008.0,1506.0,654.5,1263.0,610.9,1374.0,728.2,886.7,700.3,763.6,1088.0,1617.0,1506.0,1324.0
live,2026-07-21-20-12,2026-07-21T20:28:06+09:00,1.1,6.8,11.5,13.7,10.0,30.1,6.3,8.0,12.4,32.4,11.0,17.8,22.7,52.2,16.0,24.6,26.4,53.8,26.6,35.4,41.1,82.1,93.3,129.2,129.0,160.6,25.9,30.6,42.7,76.9,77.3,158.2,220.8,375.2,90.8,166.0,187.3,328.0,139.4,254.7,240.0,505.0,343.6,588.3,606.0,713.4,71.9,81.0,85.0,203.4,125.1,240.8,305.6,518.9,212.6,274.9,333.8,603.4,233.0,382.8,398.0,694.0,711.6,933.1,891.7,1006.0,82.4,161.2,108.7,222.2,133.6,282.0,245.9,406.0,310.6,364.0,398.5,685.6,161.7,208.5,332.3,338.7,448.7,595.7,853.9,636.1,138.1,191.5,179.1,319.5,219.8,357.6,334.6,667.7,357.1,483.3,552.5,894.6,242.5,349.6,526.7,489.2,791.5,995.7,1235.0,805.1,359.4,666.1,581.0,763.6,499.6,643.3,809.7,1021.0,939.3,891.7,1051.0,1258.0,800.5,816.8,1269.0,914.9,1059.0,1113.0,1316.0,926.9
live,2026-07-22-10-03,2026-07-22T09:11:29+09:00,1.0,0.0,5.2,0.0,0.0,0.0,11.9,17.8,32.6,47.0,9.7,15.4,20.0,22.1,36.4,31.9,46.4,69.0,44.7,39.2,47.4,106.6,142.2,76.3,111.5,176.8,56.6,115.1,127.2,168.6,89.5,129.5,185.9,207.2,278.9,161.1,402.9,402.9,148.0,213.3,381.7,1036.0,302.1,345.3,345.3,1036.0,34.7,41.6,33.7,73.2,58.4,69.0,74.7,139.4,68.4,71.1,134.3,122.9,50.3,88.4,125.0,118.8,151.0,181.3,168.6,233.9,125.0,111.5,92.9,42.4,315.3,181.3,278.9,226.6,136.8,148.0,131.8,161.1,148.0,250.0,185.9,201.4,219.7,268.6,362.6,329.6,118.8,80.5,154.3,181.3,172.6,181.3,402.9,426.6,89.5,134.3,233.9,176.8,176.8,362.6,278.9,196.0,402.9,557.8,213.3,453.2,201.4,190.8,302.1,402.9,381.7,250.0,302.1,1036.0,219.7,278.9,290.1,278.9,329.6,207.2,362.6,483.5,290.1,1208.0,381.7,381.7
live,2026-07-22-10-05,2026-07-22T10:08:45+09:00,1.0,10.5,21.0,21.0,42.0,0.0,20.1,13.4,7.2,43.7,31.3,55.4,32.0,67.1,20.4,52.3,22.6,71.3,9.9,35.3,27.7,62.5,137.7,211.5,230.0,179.5,62.3,36.3,17.8,88.0,141.0,172.9,136.9,370.2,95.9,215.4,99.1,288.9,32.7,110.7,79.5,202.5,324.5,640.3,388.4,473.8,99.5,180.8,107.7,221.4,176.8,172.9,133.8,353.6,311.7,209.6,455.6,364.5,147.1,172.9,359.0,333.7,564.1,577.9,423.1,592.3,106.7,401.6,85.5,98.3,149.9,415.6,132.3,285.4,718.0,430.8,515.1,473.8,131.6,148.0,447.0,215.4,408.5,423.1,789.8,423.1,26.6,96.3,63.3,120.8,37.1,134.6,97.1,207.8,186.5,172.9,415.6,315.9,103.4,157.9,388.4,172.9,278.7,370.2,376.1,269.2,353.6,592.3,493.6,343.4,551.0,947.7,538.5,564.1,718.0,911.3,623.5,718.0,430.8,423.1,607.5,423.1,353.6,764.3,764.3,415.6
live,2026-07-22-23-05,2026-07-22T10:09:06+09:00,1.0,4.5,9.0,0.0,0.0,0.0,22.1,8.3,59.9,92.5,23.2,16.4,98.4,157.8,3.1,11.1,72.5,36.0,83.2,103.2,162.6,228.3,188.3,202.5,153.3,511.1,92.5,42.2,153.3,210.4,145.0,223.6,357.7,447.2,58.9,188.3,447.2,429.3,151.1,325.2,564.9,894.4,564.9,766.6,596.2,1341.0,82.5,100.3,145.0,298.1,147.0,114.1,173.1,487.8,135.8,145.0,715.5,670.8,178.8,268.3,564.9,487.8,825.6,564.9,429.3,1341.0,12.1,32.3,121.9,53.1,27.5,63.1,249.6,153.3,83.2,87.2,290.0,290.0,282.4,511.1,536.6,346.2,162.6,255.5,429.3,631.3,206.4,412.8,466.6,466.6,228.3,412.8,1533.0,1341.0,715.5,397.5,715.5,511.1,825.6,894.4,564.9,1341.0,1341.0,564.9,1073.0,1533.0,275.2,1073.0,357.7,3577.0,975.7,766.6,511.1,2146.0,631.3,596.2,825.6,1533.0,383.3,298.1,631.3,1788.0,1192.0,2683.0,1533.0,2683.0
live,2026-07-22-05-05,2026-07-22T13:29:47+09:00,1.0,23.6,0.0,0.0,23.6,11.8,17.3,50.6,60.4,9.2,23.8,119.9,112.9,19.1,134.0,170.0,362.4,104.3,145.2,203.5,265.9,95.5,8.9,13.9,49.4,47.3,28.3,136.2,172.6,26.4,91.6,350.8,402.2,88.8,407.1,540.6,732.9,291.8,428.3,471.1,999.4,347.1,30.7,58.4,160.8,215.5,68.1,183.2,197.4,45.9,100.5,251.7,314.1,99.9,531.9,407.1,659.6,392.6,347.1,336.5,549.6,308.2,57.9,72.3,198.6,259.6,370.5,439.7,433.9,354.6,701.7,599.6,767.0,397.3,716.9,804.4,634.2,824.5,804.4,1063.0,916.1,767.0,610.7,347.1,767.0,433.9,374.7,329.8,559.0,323.3,701.7,492.2,1268.0,588.9,701.7,767.0,916.1,673.0,1137.0,1433.0,1570.0,1030.0,383.5,439.7,492.2,1030.0,12.1,25.5,75.4,86.3,17.4,23.9,96.4,110.3,45.7,52.4,160.1,198.6,202.3,170.8,259.6,340.0,188.4,255.6,302.5,326.5
live,2026-07-22-09-07,2026-07-22T13:30:10+09:00,4.8,2.0,3.4,8.0,12.0,8.0,24.0,28.6,82.5,35.9,19.8,24.4,48.0,21.8,42.5,53.0,92.6,34.4,115.6,116.5,192.0,144.6,92.9,84.2,127.7,196.8,57.3,64.0,166.7,83.3,61.6,61.1,110.7,50.1,72.0,87.7,223.1,94.0,259.7,209.8,304.6,344.4,108.8,104.2,142.7,416.9,22.3,24.6,49.7,20.1,40.3,42.0,65.4,35.4,43.7,45.9,55.0,30.8,82.7,90.2,85.1,60.2,59.2,49.6,53.2,76.9,118.6,148.7,182.1,156.0,115.2,115.2,209.8,94.8,153.0,133.7,138.3,115.2,200.5,176.0,176.0,186.4,169.4,163.3,171.2,221.5,293.4,257.6,356.0,372.8,356.0,243.7,360.0,340.7,264.0,266.2,288.0,251.4,356.0,502.9,323.3,352.0,576.1,932.0,406.2,586.8,227.9,204.4,555.9,555.9,247.5,185.3,320.0,586.8,163.3,157.6,275.5,377.2,364.2,348.2,401.1,576.1,502.9,1267.0,576.1,704.1
live,2026-07-22-13-08,2026-07-22T13:30:29+09:00,1.0,0.0,0.0,19.5,0.0,19.5,27.1,23.0,65.9,36.6,44.9,30.5,100.2,63.9,18.1,26.2,42.8,13.9,101.1,131.9,113.2,108.5,50.5,67.6,33.1,128.6,133.6,70.8,193.0,106.3,186.1,186.1,315.8,400.8,82.7,236.8,347.4,73.3,221.7,297.7,315.8,306.5,131.9,297.7,176.6,386.0,95.6,67.2,125.5,124.0,127.0,112.0,193.0,254.1,89.8,144.7,186.1,110.8,140.8,226.5,289.5,400.8,217.1,416.8,179.6,744.4,17.9,42.1,44.7,13.9,38.7,101.1,133.6,38.7,79.5,109.7,127.0,80.1,85.4,121.1,153.2,56.3,24.0,34.5,87.5,61.6,260.5,372.2,144.7,179.6,281.6,212.6,694.8,372.2,325.6,267.2,347.4,434.2,153.2,434.2,434.2,151.0,336.1,274.2,473.7,306.5,122.6,254.1,115.8,521.1,193.0,473.7,208.4,347.4,231.6,496.2,186.1,744.4,101.1,142.7,242.3,372.2,372.2,386.0,613.0,372.2
live,2026-07-22-14-11,2026-07-22T13:30:50+09:00,3.0,3.0,3.0,9.0,9.0,9.0,12.1,20.9,17.3,42.5,14.9,23.2,18.5,41.3,38.1,36.7,30.1,50.9,33.1,32.5,47.1,87.0,135.4,133.5,148.1,160.7,26.7,55.0,44.7,85.6,64.9,78.1,56.3,119.0,134.1,117.5,148.9,138.7,100.8,118.0,204.6,290.2,224.0,200.3,278.9,334.6,55.1,68.8,54.2,129.3,81.0,84.1,63.3,140.8,139.4,125.3,143.6,184.7,100.1,114.2,176.7,192.2,290.2,249.5,201.7,270.9,81.7,98.4,73.1,78.3,129.9,152.9,152.1,157.1,197.5,181.2,158.9,188.4,111.5,119.0,141.5,109.8,189.6,203.2,334.6,189.6,92.9,82.4,105.7,153.7,145.1,137.4,268.3,265.8,140.8,148.1,251.7,305.9,160.7,276.2,229.4,144.4,334.6,400.6,369.4,305.9,261.0,406.4,424.6,451.5,499.1,406.4,451.5,406.4,437.6,400.6,431.0,499.1,474.1,437.6,526.8,369.4,517.2,508.0,466.3,389.7
